,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
223806,CMP27HVHT3,42,17464,12397,414,117,3,6.19,36,0.8,High School,Part-time,Divorced,1,Yes,Auto,1,0
158118,FNOUCG4ETK,43,84174,144707,796,95,2,15.99,36,0.85,High School,Self-employed,Divorced,0,No,Other,1,0
167216,JBD3EH587G,59,35177,120140,494,46,3,24.96,48,0.48,Master's,Self-employed,Divorced,0,Yes,Business,1,0
247456,NWO7UIOBNX,38,103833,15788,559,1,1,4.71,48,0.57,High School,Part-time,Single,1,Yes,Auto,1,0
15391,7LE0T09WAF,51,111371,181091,360,30,3,18.12,36,0.88,Master's,Self-employed,Divorced,1,Yes,Education,0,0
36867,LA4ILJ9WE4,66,148340,14687,375,109,3,13.15,24,0.51,Bachelor's,Unemployed,Divorced,0,Yes,Home,1,0
101478,3ZN7X6V8WS,39,126168,195371,313,13,3,23.69,48,0.69,High School,Self-employed,Single,0,Yes,Other,1,0
228322,XDC961B1O9,20,93455,240871,408,82,1,13.51,60,0.62,Bachelor's,Full-time,Divorced,1,Yes,Business,0,1
77848,GWFK85MOFS,42,115763,206279,585,110,3,8.37,36,0.56,PhD,Unemployed,Divorced,1,Yes,Home,0,0
241,P3JHU21VK8,23,117261,214837,596,65,1,4.1,48,0.33,PhD,Full-time,Married,0,No,Education,1,0
137178,48GD5SDFJ7,52,62656,15639,673,4,1,20.92,12,0.22,PhD,Full-time,Divorced,1,Yes,Home,0,0
246534,FP5AQ2N7GJ,20,127694,67848,523,10,2,20.78,24,0.65,Bachelor's,Full-time,Single,1,No,Education,1,0
149701,21GEPCJ66Y,55,145458,72462,554,45,2,18.04,24,0.36,PhD,Full-time,Single,0,No,Business,0,0
156376,P1GTRWXVFP,60,145650,102611,718,91,4,8.44,24,0.75,PhD,Full-time,Married,1,No,Business,0,0
183048,JOXCTSNBBS,46,102348,74640,306,83,2,11.74,12,0.72,Bachelor's,Self-employed,Divorced,0,Yes,Home,1,0
70839,OMZ3RC5CW1,60,113070,64460,734,9,3,13.32,36,0.73,PhD,Full-time,Married,1,No,Business,0,0
20965,PFBUMGZGQP,39,46279,16498,385,1,4,19.17,48,0.71,High School,Unemployed,Divorced,1,No,Auto,1,0
165121,ZQXN5KWWFM,23,56612,52057,647,46,3,13.93,36,0.41,High School,Part-time,Single,0,Yes,Education,1,0
122450,6GV72BFOEZ,40,45104,112799,814,18,3,20.29,60,0.23,Bachelor's,Unemployed,Divorced,1,No,Other,1,0
229502,15H5DKCHXJ,65,66148,205514,753,51,4,7.37,36,0.89,PhD,Full-time,Single,0,No,Home,1,0
80522,0IA7C4VXJ0,24,55278,56117,583,14,2,4.48,12,0.87,Master's,Self-employed,Single,0,Yes,Auto,1,0
20772,6WZM21F4RQ,66,102663,230625,450,33,3,19.85,60,0.24,High School,Unemployed,Single,1,Yes,Business,0,0
178668,WVU3C7XIC2,35,148336,128565,427,93,3,7.89,48,0.18,High School,Unemployed,Single,0,Yes,Home,0,0
35544,RFD9AMQQ7X,41,115747,157655,687,96,4,18.18,60,0.23,PhD,Part-time,Single,1,No,Education,1,0
102361,HNVV06KJWY,69,98972,98341,396,47,1,10.83,36,0.82,Master's,Full-time,Married,1,No,Home,1,0
209133,CJOQ7K139V,51,53798,144031,416,17,3,20.18,36,0.6,Bachelor's,Part-time,Single,1,No,Home,1,1
127016,G1T0LJ0HFO,19,52667,143382,546,119,4,10.28,60,0.51,Master's,Part-time,Married,1,No,Other,0,0
23157,BQYSL7L64Q,64,132869,241448,743,41,2,9.57,12,0.24,Bachelor's,Self-employed,Married,0,Yes,Business,1,0
2427,VLN0O06CHJ,61,111493,74235,709,87,3,3.87,48,0.46,Master's,Full-time,Single,1,No,Other,0,0
102812,33YF9JPYW8,65,108818,179232,575,92,3,18.33,12,0.29,Master's,Self-employed,Single,0,Yes,Business,0,0
227203,Q32I6XOYL3,69,79232,195295,592,21,2,10.79,24,0.48,PhD,Self-employed,Divorced,0,No,Business,0,0
155707,C8G9NPPOYG,33,58323,196598,546,27,4,10.48,12,0.43,Master's,Unemployed,Divorced,1,Yes,Education,1,0
185897,DZHH0CBCAI,67,124435,208104,562,59,2,12.11,24,0.21,Bachelor's,Full-time,Married,0,Yes,Education,0,1
130035,IR9HCYWBAY,69,88276,189572,555,16,4,18.95,12,0.13,Bachelor's,Part-time,Single,0,Yes,Business,0,1
194463,IE733G0BON,28,146034,56229,530,39,3,19.3,36,0.2,High School,Unemployed,Single,1,Yes,Other,1,1
89089,8USFBLQT00,32,26383,182898,619,84,2,22.09,24,0.39,PhD,Unemployed,Married,1,Yes,Education,1,0
51497,5OBJ3AXZFP,66,144907,218594,711,43,3,14.48,60,0.47,High School,Part-time,Divorced,1,Yes,Business,0,0
83073,DE2YAUA8RB,58,103414,160157,615,91,2,24.44,48,0.74,Bachelor's,Part-time,Married,0,No,Home,0,0
190535,UJAJUUP7Q7,30,58863,56004,788,18,3,18.0,60,0.2,Master's,Part-time,Divorced,1,Yes,Education,1,0
56191,2POTXC4Z02,32,85539,133011,415,3,1,20.0,24,0.83,PhD,Self-employed,Divorced,0,Yes,Other,0,1
120235,MMZTB659GS,64,91567,125729,836,39,4,21.15,12,0.82,PhD,Part-time,Divorced,0,No,Education,1,0
82900,ZHXM5101DJ,34,65980,170874,724,116,1,15.24,24,0.15,PhD,Full-time,Single,1,Yes,Other,1,0
24790,SUJZS03ZC9,45,65664,23936,624,41,3,6.24,48,0.2,Bachelor's,Self-employed,Single,0,No,Education,1,0
48349,5KCP1HEHDU,32,131954,229021,833,29,1,10.76,36,0.43,Master's,Self-employed,Single,1,No,Education,1,1
28451,E6G3J1L2EG,24,61297,88227,438,8,1,17.61,48,0.8,PhD,Unemployed,Divorced,1,No,Other,1,0
251555,08EDQO3IWT,53,97468,122921,337,36,4,23.09,36,0.81,Master's,Full-time,Divorced,1,Yes,Home,0,0
114063,ZDHR9X5SW6,24,49291,166820,753,37,3,15.52,48,0.82,High School,Part-time,Married,0,No,Auto,1,0
36159,JESI34NTXI,37,143071,98936,486,96,2,22.18,36,0.68,PhD,Unemployed,Married,1,No,Business,0,1
154654,CDJWRYB4YM,53,78756,157792,705,3,2,21.86,12,0.21,High School,Full-time,Married,1,Yes,Business,1,0
245885,1EDMC3ZSD6,35,16644,73846,333,44,2,16.29,60,0.62,PhD,Part-time,Divorced,1,Yes,Education,1,1
115157,TMSRLOJF4G,40,139685,145739,351,41,2,4.05,60,0.43,High School,Part-time,Married,1,Yes,Other,0,1
94179,YROYFCT2RG,42,19174,20669,613,82,2,3.88,60,0.44,Master's,Unemployed,Single,0,No,Education,1,0
155761,E5CG3HYMS7,25,70135,92908,415,50,4,7.36,12,0.51,Bachelor's,Unemployed,Married,0,Yes,Auto,0,0
69208,EGB1KRPW8N,22,92607,22902,671,80,2,4.51,36,0.44,PhD,Unemployed,Single,1,Yes,Home,1,0
227202,RV88Z3AR1Q,26,92256,29771,508,97,4,9.87,48,0.79,PhD,Self-employed,Single,0,Yes,Business,0,0
29286,9VXJNI1KFX,36,40454,232601,399,58,4,15.13,12,0.42,High School,Full-time,Single,0,No,Other,1,0
46640,CYI1669ABZ,37,35802,111318,567,9,2,3.91,24,0.1,PhD,Unemployed,Married,0,No,Other,1,0
77570,6WQ3GYAR7C,56,94017,100363,701,47,2,24.86,12,0.11,PhD,Unemployed,Single,1,Yes,Education,0,0
61012,SATOCWYBQ5,67,88420,8467,817,60,3,2.81,60,0.52,High School,Unemployed,Single,0,No,Home,1,0
245338,KHSHM81QWO,42,98567,20800,505,50,4,6.96,48,0.78,PhD,Unemployed,Married,0,No,Education,0,0
1502,4L4G17OJSF,53,135287,220737,613,105,4,9.05,12,0.83,Master's,Full-time,Divorced,0,Yes,Business,1,0
13413,GLIRZ2OOOG,18,95472,170047,335,25,2,15.12,12,0.74,Bachelor's,Self-employed,Married,0,Yes,Auto,1,0
169153,CUNKAOMKOK,27,86788,43540,583,82,1,14.45,60,0.67,PhD,Self-employed,Married,0,Yes,Auto,0,1
31269,IQ4S2A734J,61,119022,135468,388,16,4,12.94,12,0.2,PhD,Part-time,Divorced,1,No,Auto,1,0
174865,WZTFXQL08S,19,91239,181109,602,26,1,9.38,48,0.47,Bachelor's,Unemployed,Single,0,Yes,Business,1,0
3766,Q6DDRLFEC7,40,81735,50392,702,34,1,23.29,60,0.65,Master's,Part-time,Married,1,No,Business,0,0
89960,M01V3IRR9P,19,37050,180671,656,7,3,6.09,36,0.65,High School,Part-time,Married,1,Yes,Other,1,1
12264,1HKIEODR7S,36,70218,220994,829,68,3,6.46,36,0.41,Master's,Full-time,Divorced,0,Yes,Other,0,0
254996,DQ3L77NLIJ,26,130042,174633,827,50,1,18.5,12,0.12,Bachelor's,Full-time,Married,1,No,Home,0,0
28472,0DAR6AT58L,32,31500,30034,642,116,4,24.65,36,0.68,Bachelor's,Part-time,Single,1,No,Home,1,0
3616,48QYOIR4O7,29,44391,29696,769,50,1,16.22,36,0.11,High School,Full-time,Divorced,0,No,Auto,0,0
147970,WLSH66TAD4,41,99728,57583,585,25,1,5.12,60,0.8,High School,Self-employed,Single,1,Yes,Auto,0,0
139825,FFTRQ9RO2V,18,59761,146946,391,85,1,15.16,48,0.86,Bachelor's,Part-time,Single,0,No,Other,1,0
25860,PTCYUJZ1EC,49,25932,214825,793,4,3,3.04,36,0.87,Master's,Full-time,Single,1,Yes,Auto,1,0
18759,XZXG3P6P89,52,122799,45392,678,6,1,22.48,48,0.1,Bachelor's,Unemployed,Divorced,0,No,Education,1,1
149025,ULOHILNKCH,35,37928,155650,719,35,2,16.89,24,0.33,High School,Part-time,Divorced,0,No,Other,1,0
45875,C2YALEQEKN,32,81173,94079,481,70,2,14.72,12,0.89,PhD,Part-time,Divorced,0,Yes,Education,1,0
13110,D8RMMGEF0I,43,65828,191167,791,64,2,9.38,24,0.51,Bachelor's,Self-employed,Divorced,1,Yes,Other,0,0
183773,3H2I5KMG0G,66,53808,98342,715,52,1,23.39,24,0.18,PhD,Unemployed,Divorced,1,Yes,Home,0,0
83495,XF8471UX6N,49,26703,49473,389,113,2,15.54,60,0.82,High School,Part-time,Divorced,1,Yes,Auto,1,0
216808,WK11NC82W6,34,116098,199994,718,102,1,7.26,48,0.63,High School,Self-employed,Married,1,Yes,Other,1,0
199472,OA8GNPM2DR,19,87544,238204,381,15,1,5.44,48,0.34,Master's,Part-time,Married,1,Yes,Education,1,1
153326,7F7ULAPJG3,18,97560,164099,832,110,1,14.56,60,0.73,High School,Unemployed,Single,1,No,Other,0,1
63803,6Z8J2VP0VG,48,42227,175920,836,9,1,3.61,48,0.1,Master's,Part-time,Single,1,No,Other,1,0
191813,I8OE09Z8KW,24,97529,83340,434,41,4,4.0,36,0.35,High School,Unemployed,Married,0,No,Business,1,0
159308,DVHQALT8WZ,56,60133,139655,531,0,3,22.8,60,0.81,Bachelor's,Part-time,Divorced,0,No,Education,0,0
110237,30479TRMZE,57,57446,101134,794,93,4,8.94,60,0.19,PhD,Self-employed,Divorced,1,Yes,Auto,1,0
117505,XPF5QJ5WNK,51,106826,50551,593,105,2,22.43,48,0.23,Bachelor's,Unemployed,Married,0,Yes,Auto,0,0
135568,AHJC9Z6PIJ,27,48283,190306,430,96,3,24.68,36,0.85,PhD,Full-time,Divorced,0,No,Other,1,0
54337,1O2VQOOWUD,32,17707,179007,680,38,4,2.29,60,0.75,Master's,Full-time,Married,1,Yes,Education,1,0
157701,WN5HCRIJYG,69,18437,78270,349,61,3,11.9,48,0.79,PhD,Part-time,Married,0,Yes,Business,1,0
176072,5C3DXLCNH1,40,105053,73701,791,83,4,14.9,48,0.81,Master's,Unemployed,Divorced,1,No,Other,1,0
129972,Q8H9NDVNZ0,30,90841,178471,588,116,4,13.03,60,0.31,PhD,Unemployed,Single,0,No,Education,0,0
135841,ZCAIVRBPYE,38,67703,229379,612,21,2,15.0,24,0.19,Master's,Full-time,Single,1,Yes,Home,1,0
231551,8I7NXHRQ6Y,65,37781,65108,817,82,2,21.75,48,0.62,PhD,Self-employed,Divorced,1,Yes,Business,0,0
234213,K82YO7JKJD,46,19196,175382,366,66,2,13.04,12,0.48,Bachelor's,Self-employed,Single,1,No,Home,0,1
124156,NNZEPTN5JP,49,122726,14054,425,41,2,4.74,24,0.74,Bachelor's,Self-employed,Divorced,1,Yes,Education,1,0
187665,P0Y40NDWF7,25,46175,111149,682,2,4,12.14,12,0.65,High School,Unemployed,Married,0,Yes,Auto,1,0
184254,K7FROJHYB4,46,109327,101079,600,61,2,23.41,12,0.24,Bachelor's,Part-time,Single,1,No,Other,0,0
193351,9N1LGYKIET,53,129203,75054,740,35,4,11.93,24,0.24,Bachelor's,Part-time,Divorced,0,No,Business,0,0
181497,QCLWPS6FA9,20,23556,39623,589,57,3,24.34,60,0.64,High School,Part-time,Divorced,0,Yes,Home,0,1
137724,R54G1WN6PL,27,119793,158208,575,32,2,5.79,36,0.76,Bachelor's,Unemployed,Married,1,No,Business,1,0
29346,4VX1QTZ2JR,65,65706,83260,671,35,1,22.05,12,0.73,Master's,Unemployed,Single,1,No,Auto,1,0
4977,QBN0OXO6YY,42,53596,34395,502,29,1,22.67,24,0.13,Master's,Full-time,Divorced,0,No,Education,1,1
202713,6JBN7PKO0R,19,99552,21930,603,91,2,21.1,60,0.5,Bachelor's,Unemployed,Married,0,No,Business,1,0
119228,0CEI8KTXLI,23,39704,207773,574,63,4,6.15,12,0.81,High School,Full-time,Single,0,No,Education,0,0
121099,OMM09JUP9W,18,52593,205615,842,91,4,8.57,48,0.13,Bachelor's,Full-time,Single,0,No,Auto,1,0
21532,R2Q0ZQ5R2E,31,119089,235529,678,93,4,7.29,48,0.27,Bachelor's,Self-employed,Single,0,Yes,Home,0,0
129525,5366LAC51X,63,60116,244252,588,52,2,15.02,24,0.43,High School,Self-employed,Single,0,Yes,Business,0,0
20479,LM2NWH0GPC,42,52124,214299,594,53,4,13.46,12,0.89,PhD,Unemployed,Married,1,Yes,Other,1,0
132149,GWJKR3BAM5,43,102636,42713,825,49,2,16.42,60,0.12,Master's,Part-time,Married,1,No,Education,0,0
251229,92ZVBO3GB1,36,36112,48416,514,110,3,2.34,24,0.64,Bachelor's,Full-time,Married,1,Yes,Other,0,0
104264,289ELY73VI,69,103839,228303,431,55,2,13.58,24,0.67,High School,Unemployed,Single,1,Yes,Home,0,0
96154,NR1Z1Q1L7Z,45,102510,185113,435,63,2,5.27,12,0.68,PhD,Full-time,Married,0,No,Auto,1,1
205871,ZPZ1WPTMFT,53,25198,114200,369,35,1,4.74,60,0.25,Master's,Part-time,Single,0,Yes,Home,1,0
97591,JAODAAHE5K,23,110589,46916,647,91,3,15.63,36,0.32,Master's,Part-time,Single,0,No,Education,1,0
140750,9IRE5HFMX6,62,148994,221529,592,42,1,23.45,24,0.49,Bachelor's,Unemployed,Single,1,Yes,Auto,1,0
155675,95WXBHYMDB,59,19567,79722,452,104,2,5.45,36,0.72,PhD,Self-employed,Single,1,Yes,Home,1,0
27311,ON8ZK4BUF6,61,81598,222083,699,47,4,18.04,36,0.22,Master's,Unemployed,Single,1,No,Home,1,0
154842,ROW0BYJH4D,24,133702,180857,574,30,1,20.94,12,0.89,High School,Self-employed,Single,0,Yes,Home,1,0
173739,KVN51WGPQ9,33,103755,39039,329,45,4,18.42,60,0.82,Bachelor's,Self-employed,Married,1,No,Business,0,1
166089,TXG18ULD8L,65,24773,34372,443,75,1,8.58,60,0.67,Master's,Part-time,Divorced,0,Yes,Auto,0,0
181337,JTOWVZPY79,61,105059,153845,557,75,1,3.56,48,0.59,Master's,Self-employed,Married,1,Yes,Other,1,0
227320,FGQA4BOY9R,29,39376,99407,319,17,1,18.06,24,0.39,High School,Part-time,Divorced,1,Yes,Other,1,0
80689,49IQYL74FF,57,33069,94764,822,56,3,7.04,24,0.76,Master's,Unemployed,Married,0,Yes,Other,1,0
235475,V2SV8D4SIM,55,26760,153112,614,87,2,5.58,24,0.75,Bachelor's,Full-time,Divorced,0,No,Other,1,0
130665,4CROKMTX55,18,120823,206339,547,48,3,24.98,60,0.69,PhD,Full-time,Divorced,1,No,Home,0,0
230957,477PXUK6Q0,66,52078,41820,566,11,1,15.98,12,0.21,PhD,Full-time,Single,0,Yes,Other,0,0
214933,AHAD08E5I5,34,99382,238655,541,53,4,9.22,36,0.34,Bachelor's,Unemployed,Single,0,No,Auto,0,0
160212,O62W1Q1JYW,49,139168,232647,606,41,4,8.88,60,0.89,Master's,Self-employed,Divorced,1,No,Other,0,0
123600,RWVO2FNLLY,43,67729,216302,393,21,3,5.07,60,0.88,Bachelor's,Self-employed,Divorced,0,No,Business,1,0
240971,UZJZL0AAD4,21,20022,70400,639,78,3,14.33,12,0.36,High School,Full-time,Single,1,No,Auto,1,0
117077,NP6BPD663A,54,148573,16581,757,6,4,12.41,36,0.58,PhD,Unemployed,Married,0,Yes,Other,1,0
84652,I3FVW32ILY,43,77670,189357,794,62,4,9.34,12,0.48,High School,Part-time,Single,0,Yes,Home,1,0
244319,IW3ETQQNXN,19,65813,212354,468,76,2,10.83,12,0.75,Master's,Self-employed,Single,0,No,Other,1,1
75345,VUMDM91K0A,30,73316,62889,383,106,4,10.18,36,0.87,PhD,Unemployed,Divorced,1,No,Auto,0,0
194992,295XVDJKLZ,28,122584,140806,659,49,4,11.84,24,0.63,PhD,Part-time,Married,0,No,Education,1,0
11097,2TTJDWJR06,59,102407,157277,437,2,2,12.65,48,0.47,PhD,Part-time,Single,1,Yes,Education,0,0
246019,A7V9AE2U69,55,93021,34700,331,46,3,23.09,60,0.45,High School,Part-time,Married,0,Yes,Other,0,0
187714,M33I3XPBC0,37,16639,137303,716,58,4,13.42,60,0.35,High School,Part-time,Divorced,1,Yes,Home,0,0
118647,2GB5TWMAJZ,25,84120,17169,302,76,2,17.22,24,0.32,PhD,Unemployed,Divorced,1,No,Home,1,0
13899,0GHFXFFS0X,40,147912,224302,574,14,1,12.24,48,0.19,PhD,Full-time,Single,0,Yes,Home,0,0
98738,ZTACXD7J3M,48,59295,223283,652,16,3,22.16,36,0.51,Master's,Part-time,Single,0,No,Education,0,1
229406,RFGAPIFLIO,29,100832,176648,582,68,3,23.58,48,0.7,PhD,Full-time,Divorced,1,Yes,Business,1,1
58754,JTPTVQ2PCH,46,58064,90518,557,24,1,4.27,24,0.36,Master's,Part-time,Married,1,Yes,Home,0,0
844,T6G55LUJX0,63,34543,246500,450,55,3,14.44,60,0.66,PhD,Self-employed,Married,1,No,Education,0,0
204872,4ZBTZ43J9R,38,19504,136294,632,33,1,18.66,36,0.36,Bachelor's,Unemployed,Divorced,1,No,Business,0,1
163174,JDHJDGK16A,56,139451,114865,625,98,3,23.12,36,0.52,Bachelor's,Full-time,Divorced,0,Yes,Business,0,0
186095,U04WSXUW4H,25,41077,167503,591,0,4,12.99,48,0.54,Bachelor's,Self-employed,Single,1,No,Education,0,1
62411,MRS61CC27J,28,94316,207295,561,3,1,24.13,60,0.53,High School,Part-time,Divorced,1,No,Home,0,0
194236,Y219PBG4C0,32,90341,52841,427,7,4,9.47,60,0.75,PhD,Self-employed,Single,0,No,Home,0,0
136807,CA2XWXTI8G,62,88767,96788,807,51,3,5.26,48,0.18,Bachelor's,Self-employed,Single,0,Yes,Business,0,0
105337,4VIA2LV3MA,32,58624,99434,464,27,2,12.65,60,0.66,Bachelor's,Self-employed,Divorced,1,Yes,Home,0,0
15720,PDZ0PLOCLE,57,106347,67394,603,32,3,20.0,12,0.71,High School,Self-employed,Single,1,Yes,Education,0,0
56576,3WW0PEQNJV,49,71006,31804,363,11,1,8.53,36,0.45,PhD,Unemployed,Single,0,No,Auto,0,0
8260,E2VPFN1AJR,19,79549,153368,839,20,1,8.35,60,0.18,PhD,Unemployed,Divorced,0,Yes,Business,0,0
39707,13L8D7EHUL,69,125295,233839,627,47,3,24.68,48,0.74,High School,Part-time,Single,0,No,Education,1,0
245213,EFDG35W5JE,32,37005,240458,435,37,2,17.84,24,0.39,Master's,Full-time,Single,1,Yes,Auto,0,0
156116,KTFCJM3YG9,37,142377,17529,428,12,4,16.27,48,0.54,Bachelor's,Self-employed,Single,0,Yes,Other,1,1
54215,NHCJ3BNZ1Z,68,20330,168632,565,13,2,5.97,12,0.33,Master's,Unemployed,Single,0,No,Business,0,0
197333,FKFQIK443G,68,86611,84122,375,59,4,6.03,60,0.72,Bachelor's,Full-time,Single,1,No,Auto,0,0
163662,XMYE1E1EYN,48,95337,128562,485,8,4,19.47,12,0.82,Master's,Part-time,Married,0,Yes,Home,0,0
239207,HUMJCLX30Z,35,139911,199451,442,27,3,3.98,12,0.85,PhD,Full-time,Single,0,Yes,Home,1,0
157155,5YFET0VK0E,44,137369,159534,763,67,1,7.18,48,0.65,High School,Unemployed,Divorced,1,Yes,Other,0,0
231480,372FCIWQ1B,62,47451,239884,848,6,4,14.45,24,0.13,Master's,Full-time,Married,0,No,Auto,1,0
11146,3CYJHROGE9,46,19807,222961,443,56,3,18.09,60,0.59,High School,Unemployed,Married,0,No,Other,0,1
13414,81WWL317AC,61,102234,234950,775,2,3,6.54,48,0.72,PhD,Unemployed,Divorced,1,Yes,Business,1,0
70094,3W8E5YKBA2,29,130312,239040,404,75,4,13.69,24,0.66,PhD,Part-time,Single,0,No,Auto,0,0
22868,QCAFIUHAP2,19,142617,141414,512,12,2,8.72,36,0.46,PhD,Self-employed,Single,1,Yes,Auto,0,1
204711,HGOVRIY100,25,44101,200181,559,44,1,19.55,60,0.1,High School,Self-employed,Single,0,No,Business,1,1
162338,STBVVIPRMU,32,82449,74692,555,61,3,24.32,36,0.77,Master's,Self-employed,Married,0,No,Auto,1,0
54722,Y0AUYIUQII,30,130940,234706,744,44,4,16.28,12,0.78,PhD,Self-employed,Single,1,No,Home,1,0
181829,ZZQTTR7ZW5,25,149057,150796,366,117,1,21.65,12,0.21,Bachelor's,Unemployed,Single,0,No,Auto,1,0
137058,YHPIT7W1WK,32,142380,75949,751,113,3,18.6,12,0.58,High School,Full-time,Single,1,No,Other,0,0
249235,Y4BOGJ07HR,61,80321,192353,549,112,1,3.28,12,0.16,High School,Self-employed,Single,1,Yes,Home,1,0
193104,EKA56J1VHT,46,144423,83848,409,34,2,21.76,24,0.32,Master's,Unemployed,Single,1,Yes,Education,0,1
29906,295C4KHUHY,52,30293,208676,672,115,3,13.31,24,0.48,High School,Full-time,Divorced,0,Yes,Education,1,0
209569,TEEQSM0OTN,29,92227,215694,532,102,4,2.56,60,0.58,PhD,Unemployed,Married,1,No,Business,1,0
242532,T0HVEPG2GY,42,84668,14364,669,25,1,18.0,60,0.14,High School,Full-time,Single,1,Yes,Business,1,0
239975,IPSGLVULJD,38,99150,208043,814,24,3,10.73,48,0.41,High School,Part-time,Divorced,1,Yes,Home,0,0
247915,P0Y9L5GYWJ,61,137587,26724,811,84,3,21.48,48,0.57,High School,Self-employed,Divorced,1,Yes,Business,1,0
252102,5LKB2M6KJE,38,98634,80663,359,44,4,10.91,24,0.38,High School,Part-time,Married,0,No,Business,0,0
207018,S5FUCDVEUW,28,52403,215184,827,54,3,4.79,48,0.41,Master's,Unemployed,Single,1,Yes,Auto,1,0
1142,3M00Y72OCN,52,29245,52420,301,55,4,22.81,60,0.14,Bachelor's,Unemployed,Single,0,No,Education,1,0
230239,EQYZ0TBBCF,48,37235,233510,816,94,4,23.01,48,0.23,Bachelor's,Full-time,Single,1,Yes,Auto,1,0
26083,HRYAX52BI1,67,104334,145825,806,15,1,2.94,60,0.29,High School,Unemployed,Married,0,No,Education,0,0
128064,S6VMCQPYY0,18,57777,73573,702,26,1,23.93,24,0.73,Master's,Unemployed,Married,1,No,Other,1,0
129994,21BGY7Z97N,60,138053,235087,691,89,1,14.73,48,0.68,Master's,Part-time,Married,0,No,Education,0,0
120785,K28S2KN46V,35,147136,147732,690,116,1,22.21,12,0.8,Bachelor's,Unemployed,Single,1,Yes,Business,0,0
111948,9VW7TI8IQR,39,86638,180529,458,37,4,5.28,36,0.5,High School,Part-time,Divorced,1,No,Auto,1,0
44411,QOH4H14BL2,52,71204,76354,763,97,2,15.36,36,0.41,PhD,Unemployed,Single,0,No,Auto,1,0
67850,U39581WJBI,57,15185,58351,409,54,2,2.92,60,0.53,PhD,Unemployed,Single,0,Yes,Auto,0,1
12743,BP4QI9TJSR,46,94257,230359,616,13,3,11.05,48,0.63,Master's,Part-time,Married,0,Yes,Home,1,0
71393,0E21AUJ6IT,57,62208,155310,433,76,1,10.83,24,0.33,High School,Self-employed,Married,1,No,Education,0,0
78744,QYO1E3JE2A,36,140676,111264,793,78,3,20.38,12,0.87,PhD,Self-employed,Married,1,No,Business,1,0
130794,PSZ6U06XRQ,64,98745,188012,797,54,2,17.15,24,0.11,Bachelor's,Part-time,Married,1,Yes,Home,1,0
197267,P92WOOXRXA,50,75958,149415,422,30,2,10.0,48,0.73,PhD,Unemployed,Married,0,No,Other,1,0
147055,YNR1MTQ8C9,44,96538,192558,472,84,2,22.55,24,0.48,Master's,Part-time,Divorced,1,No,Education,1,1
196066,GSPYU2795Y,51,69807,186675,569,102,2,15.48,24,0.61,Bachelor's,Part-time,Married,0,No,Other,1,0
10474,K3PCYBY341,29,113445,81833,318,73,1,4.34,12,0.52,Bachelor's,Self-employed,Divorced,1,No,Other,0,0
81377,FWQAC3TETN,65,119018,169796,666,10,2,12.93,48,0.33,High School,Self-employed,Married,1,Yes,Education,0,0
107297,BA4X1PWMT2,53,148725,44247,706,45,1,2.77,48,0.42,PhD,Part-time,Single,0,No,Other,1,0
248382,HXY8Q2NRJN,64,132522,29821,628,47,3,8.37,36,0.71,Bachelor's,Full-time,Divorced,1,No,Auto,1,0
99657,7DENOOTSR4,54,71029,73555,490,2,1,19.99,48,0.57,PhD,Full-time,Divorced,1,No,Auto,1,0
160091,LV6I2JWVWI,24,91705,129455,596,70,4,3.82,60,0.27,Master's,Unemployed,Married,0,No,Business,1,0
27263,431NPEDQV5,47,68508,89895,834,106,3,23.89,36,0.47,Bachelor's,Unemployed,Married,1,Yes,Auto,0,0
231354,X37Y8ZQYL7,36,76538,27388,682,37,4,13.37,24,0.88,PhD,Unemployed,Married,0,Yes,Other,1,0
6523,VOMIRLA3AE,34,91201,225651,491,18,2,7.51,24,0.23,PhD,Full-time,Divorced,1,No,Home,1,0
106117,HFTPC43V6P,33,127195,64141,462,118,4,22.31,12,0.19,PhD,Unemployed,Single,1,Yes,Other,0,0
241345,AV765Q2C6G,54,141594,85345,428,70,3,18.19,60,0.17,Master's,Full-time,Single,1,No,Other,1,0
157396,2HF9B05TME,19,99325,106368,618,12,3,22.89,36,0.33,PhD,Part-time,Single,0,Yes,Home,0,1
54572,E29TLYOBR4,36,79684,174550,727,18,1,16.75,48,0.41,PhD,Part-time,Single,1,Yes,Home,1,0
53527,W8C7DNNOUS,48,114015,44907,604,16,1,14.52,36,0.44,Bachelor's,Part-time,Single,1,No,Education,0,0
127164,OJPXQOWKYV,31,85379,78206,318,25,3,22.09,36,0.16,High School,Full-time,Single,1,No,Education,1,0
86226,2PDVXO8DSQ,38,110833,148431,532,101,1,10.3,60,0.28,Master's,Self-employed,Married,1,Yes,Home,1,0
224125,P6CEVIH86G,46,18461,243337,800,76,4,22.03,60,0.89,Bachelor's,Full-time,Married,1,No,Business,1,0
140228,HDM3HY68O1,65,19364,119867,834,72,2,16.34,36,0.47,Master's,Part-time,Single,1,No,Auto,1,0
91014,IOCHPC586I,35,82811,222223,789,36,4,12.41,36,0.65,Master's,Part-time,Married,0,Yes,Business,1,0
